Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
8/12/2018 2:48 PM,5500 S. Harper,African American,Male,Traffic Sign/Signal,"Improper right turn, 3 signs posted. Causing pedestrians crossing the intersection to have to stop. Placing them in harms way",N/A,Verbal Warning,No
8/12/2018 8:28 PM,5500 S. Ellis,African American,Female,Traffic Sign/Signal,Red Light Violation,N/A,Verbal Warning,No
8/12/2018 11:42 PM,5300 S. Cornell,African American,Female,Lane Violation,Cutting Across Traffic Lanes,N/A,Verbal Warning,No
8/13/2018 1:50 AM,5800 S. Blackstone,Caucasian,Male,Traffic Sign/Signal,Stop Sign Violation,N/A,Verbal Warning,No
8/13/2018 8:45 AM,5400 S Woodlawn,Caucasian,Female,Traffic sign/signal,disobey redlight,N/A,Verbal Warning,No
8/13/2018 7:03 PM,1414 E 59th,Caucasian,Male,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
8/13/2018 8:13 PM,5900 Woodlawn,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/13/2018 9:00 PM,5555 Ellis,African American,Male,Moving Violation � Other,Failure to yield right of way,N/A,Verbal Warning,No
8/13/2018 9:09 PM,5200 Kimbark,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/13/2018 9:10 PM,5900 University,African American,Female,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
8/13/2018 10:37 PM,Midway/Dorchester,African American,Female,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
8/13/2018 10:42 PM,5400 Drexel,African American,Male,Lane Violation,Illegal U-Turn,N/A,Verbal Warning,No
8/13/2018 11:40 PM,5700 Blackstone,African American,Male,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
8/14/2018 12:48 AM,5500 Woodlawn,Hispanic,Female,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/14/2018 1:05 AM,5500 Ellis,African American,Female,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/14/2018 12:01 PM,5530 S Lake Park,African American,Male,Traffic Sign/Signal,Disobeyed stop sign,One citation issued,Citation Issued,No
8/14/2018 6:55 PM,5300 Lake Park,Hispanic,Female,Traffic Sign/Signal,Failed to stop at light,Two citations issued,Citation Issued,No
8/14/2018 8:34 PM,4700 Lake Park,Hispanic,Male,Traffic Sign/Signal,Failed to stop at light,N/A,Verbal Warning,No
8/14/2018 8:43 PM,4700 Kenwood,African American,Female,Traffic Sign/Signal,Failed to stop at light,N/A,Verbal Warning,No
8/14/2018 9:10 PM,800 Midway Plaisance,African American,Female,Equipment,Driving without Headlights,N/A,Verbal Warning,No
8/14/2018 11:44 PM,Stony/Midway,Caucasian,Male,Lane Violation,Wrong way on a one way,N/A,Verbal Warning,No
8/15/2018 8:02 AM,5900 S. Ellis,Asian,Male,Moving Violation � Other,Failure to Yield at Intersection,N/A,Verbal Warning,No
8/15/2018 8:46 AM,5400 S. Maryland,African American,Female,Moving Violation � Other,Failure to Yield at Intersection,N/A,Verbal Warning,No
8/15/2018 12:23 PM,4900 S. Greenwood,Asian,Female,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/16/2018 10:41 AM,5500 S. Kimbark,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/16/2018 7:30 PM,5500 S. University,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/16/2018 8:27 PM,5500 S. Harper,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
8/17/2018 9:37 AM,5500 S. Blackstone,African American,Female,Moving Violation  � Other,Failure to yield,Two citations issued,Citation Issued,No
8/17/2018 11:50 AM,1307 E. 60th St.,African American,Male,Traffic Sign/Signal,Disobeyed stop sign,One citation issued,Citation Issued,No
8/17/2018 1:33 PM,5649 S. Woodlawn,African American,Male,Traffic Sign/Signal,Disobeyed stop sign,N/A,Verbal Warning,No
8/17/2018 3:01 PM,5000 S. Drexel,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/17/2018 10:39 PM,6300 Ingleside,African American,Female,Lane Violation,Improper passing,Two citations issued,Citation Issued,No
8/18/2018 7:46 PM,1050 E 60th,African American,Female,Lane Violation,Illegal passing,N/A,Verbal Warning,No
8/18/2018 9:23 PM,5300 Kenwood,African American,Male,Traffic Sign/Signal,Failed to stop at sign,One citation issued,Citation Issued,No
8/19/2018 11:37 AM,5900 S. Ellis,African American,Female,Traffic Sign/Signal,Disobeyed stop sign,N/A,Verbal Warning,No
8/19/2018 10:47 PM,5300 Dorchester,African American,Male,Traffic Sign/Signal,Failed to stop at sign,Two citations issued,Citation Issued,Yes
8/20/2018 12:31 AM,5300 Woodlawn,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/20/2018 9:49 AM,5800 S. Woodlawn,African American,Male,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
8/20/2018 3:37 PM,5500 S. Dorchester,Hispanic,Male,Equipment,No Functioning Rear Tail Light,Two citations issued,Citation Issued,No
8/21/2018 10:49 AM,6300 S. Evans,Hispanic,Male,Lane Violation,Improper Left Turn,N/A,Verbal Warning,No
8/21/2018 1:33 PM,5500 S. University,African American,Male,Lane Violation,Improper Overtaking,Three citations issued,Citation Issued,No
8/21/2018 9:21 PM,5300 S. Woodlawn,African American,Male,Traffic Sign/Signal,Red Light Violation,One citation issued,Citation Issued,No
8/22/2018 7:19 AM,1200 E. 57th St.,Caucasian,Male,Traffic Sign/Signal,Disobeyed stop sign,N/A,Verbal Warning,No
8/22/2018 9:39 AM,5600 S. Drexel,African American,Male,Moving Violation � Other,Reckless driving,N/A,Verbal Warning,No
8/22/2018 10:54 AM,5231 S. Harper,Caucasian,Male,Traffic Sign/Signal,Disobeyed red light,N/A,Verbal Warning,No
8/22/2018 2:08 PM,1462 E. 53rd St,African American,Female,Traffic Sign/Signal,Disobeyed red light,One citation issued,Citation Issued,No
8/22/2018 5:54 PM,5400 Lake Park,Hispanic,Male,Traffic Sign/Signal,Failed to stop at light,N/A,Verbal Warning,No
8/22/2018 11:32 PM,5900 Cottage,African American,Male,Lane Violation,Improper Passing,N/A,Verbal Warning,No
8/23/2018 10:05 AM,1300 E. Midway Plaisance,Hispanic,Male,Traffic Sign/Signal,Disobeyed red light,N/A,Verbal Warning,No
8/23/2018 11:48 AM,1147 E. 55th St,Caucasian,Male,Lane Violation,Improper turn,N/A,Verbal Warning,No
8/23/2018 4:48 PM,5727 S. Kenwood  Avenue,Caucasian,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
8/23/2018 6:51 PM,5500 University,African American,Male,Traffic Sign/Signal,Failed to stop at light,N/A,Verbal Warning,No
8/23/2018 8:05 PM,5300 Woodlawn,African American,Male,Equipment,No headlights,N/A,Verbal Warning,No
8/24/2018 2:06 PM,1200 E. 63rd Street,African American,Male,Traffic Sign/Signal,Disobeying Traffic Control Signal,N/A,Verbal Warning,No
8/24/2018 2:11 PM,929 E. Midway,African American,Female,Moving Violation � Other,Failure to Yield Turning Left,Two citations issued,Citation Issued,No
8/24/2018 5:48 PM,1500 E/B Midway Plaisance,African American,Male,Speed,Speeding Over Statutory Limit,N/A,Verbal Warning,No
8/25/2018 3:58 PM,800 E Midway Plaisance,African American,Female,Traffic Sign/Signal,"R/Sgt observed vehicle traveling at a high rate of speed, then travel through a red light",One citation issued,Citation Issued,No
8/26/2018 2:32 AM,5324 S. Blackstone,African American,Male,Traffic Sign/Signal,Stop Sign Violation,N/A,Verbal Warning,No
8/26/2018 2:48 AM,5500 S ELLIS,African American,Female,Speed,Speed Violation,N/A,Verbal Warning,No
8/26/2018 6:25 PM,5800 S. Woodlawn,African American,Male,Traffic Sign/Signal,Red Light Violation,N/A,Verbal Warning,No
8/27/2018 10:19 AM,1431 S. Hyde Park,Hispanic,Male,Traffic Sign/Signal,Ran red light,One citation issued,Citation Issued,No
8/27/2018 12:28 PM,5400 S. Lake Park,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
8/28/2018 1:00 PM,6100 S. University,African American,Female,Traffic Sign/Signal,Disobeyed red light,N/A,Verbal Warning,No
8/28/2018 6:10 PM,5333 Greenwood,African American,Male,Traffic Sign/Signal,Failure to stop at sign,N/A,Verbal Warning,No
8/28/2018 8:31 PM,5100 Ellis,African American,Male,Equipment,Driving without headlights,N/A,Verbal Warning,No
8/28/2018 9:11 PM,5300 Blackstone,African American,Male,Traffic Sign/Signal,Failed to yield to pedestrians in crosswalk,N/A,Verbal Warning,No
8/28/2018 11:33 PM,Midway at Kenwood,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
8/29/2018 12:52 PM,4100 S. Lake Park Ave,African American,Female,Lane Violation,Passed UCPD squad care at a high rate of speed on a one way street.,N/A,Verbal Warning,No
8/29/2018 4:32 PM,5400 S. Woodlawn,African American,Male,Traffic Sign/Signal,Disobeying Traffic Control Signal,N/A,Verbal Warning,No
8/29/2018 11:05 PM,5900 S Kimbark,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/30/2018 9:07 AM,1201 E Midway Plaisance,African American,Male,Moving Violation - Other,Failure to yield to authorized emergency vehicle,N/A,Verbal Warning,No
8/30/2018 11:12 PM,5300 S Drexel,African American,Male,Traffic Sign/Signal,Stop sign violation,N/A,Verbal Warning,No
8/31/2018 14:34 PM,6300 S. Kimbark,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/31/2018 15:45 PM,740 E. 43rd Street,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
8/31/2018 5:15 PM,5600 S. Cottage Grove,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/31/2018 10:12 PM,5500 S. University,Hispanic,Male,Lane Violation,Illegal U-Turn,N/A,Verbal Warning,No
8/31/2018 11:08 PM,5500 S. Cottage Grove,African American,Male,Moving Violation - Other,Using a Cell Phone,N/A,Verbal Warning,No
9/1/2018 3:48 PM,1616 E.56th Street,Caucasian,Male,Seatbelt,Failure to wear seat belt,N/A,verbal Warning,No
9/1/2018 6:03 PM,5200 S. Kenwood,Asian,Female,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/1/2018 6:43 PM,5400 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed redlight,Two Citations issued,Citations Issued,No
9/1/2018 6:48 PM,5700 S. Lake Park,Asian,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/1/2018 9:28 PM,5400 S. Blackstone,Hispanic,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/1/2018 9:45 PM,5900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 12:40 AM,4900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 1:04 AM,5700 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 2:28 AM,4900 S. Blackstone,African American,Male,Moving Violation - Other,Obstructing traffic,N/A,Verbal Warning,Yes
9/2/2018 2:52 AM,5100 S. Blackstone,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 8:24 AM,5628 S. Dorchester,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 8:12 PM,5700 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/2/2018 9:34 PM,5300 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/2/2018 10:34 PM,5500 S. Drexel,Hispanic,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 11:23 PM,5000 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2018 11:56 PM,5800 S. Woodlawn,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/3/2018 2:22 PM,5500 S. Ellis,African American,Female,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/3/2018 8:47 PM,5300 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/3/2018 9:14 PM,5500 S. University,African American,Female,Moving Violation - Other,Wrong way on one way street,One Citation Issued,Citation Issued,No
9/3/2018 9:24 PM,5500 S. Greenwood,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/3/2018 9:37 PM,5600 S. Stony Island,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/4/2018 12:43 PM,5700 S. Kimbark,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/4/2018 7:03 PM,5500 S. Ellis,Caucasian,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/5/2018 10:29 AM,5200 S. Lake Park,African American,Female,Seatbelt,No Seatbelt for child,One Citation Issued,Citation Issued,No
9/5/2015 8:23 PM,5000 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/5/2018 8:45 PM,5700 S. Kimbark,Hispanic,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/5/2018 8:48 PM,5500 S. Cottage Grove,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/5/2018 10:16 PM,5500 S. University,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/5/2018 10:44 PM,5200 S. Ingleside,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/5/2018 11:02 PM,5500 S. Lake Park,African American,Male,Lane Violation,Improper lane usage,Two Citations issued,Citations Issued,No
9/6/2018 4:06 PM,4700 S. Greenwood,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/6/2018 4:49 PM,5900 S. Dorchester,African American,Female,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/6/2018 6:23 PM,5428 S. Lake Park,African American,Male,Traffic sign/signal,Disobeyed traffic control device,Two Citations issued,Citations Issued,No
9/6/2018 9:32 PM,5500 S. Cottage Grove,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/6/2018 9:49 PM,5800 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/6/2018 11:55 PM,5045 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,Two Citations issued,Citations Issued,Yes
9/7/2018 2:34 AM,5200 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/7/2018 10:27 AM,5500 S. Drexel,African American,Male,Equipment,Unsafe Equipment,N/A,Verbal Warning,No
9/7/2018 1:55 PM,5600 S. Lake Park,Caucasian,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/7/2018 6:39 PM,51st Street & Dorchester,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/7/2018 6:50 PM,51st Street & Hyde Park Blvd.,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/8/2018 10:39 AM,5500 S. Woodlawn,Caucasian,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,
9/8/2018 11:11 AM,5100 S. Cottage Grove,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/8/2018 2:58 PM,6200 S. Cottage Grove,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/8/2018 7:35 PM,6200 S. Dorchester,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
9/9/2018 8:38 PM,5326 S. Shore Drive,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/10/2018 12:14 PM,Midway Plaisance  & Cottage Grove,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/10/2018 4:30 PM,5300 S. Woodlawn,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/11/2018 7:23 AM,6300 S. Greenwood,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/11/2018 8:25 AM,5300 S. Harper,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/11/2018 1:12 PM,5300 S. Cornell,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/11/2018 8:12 PM,5000 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,Two Citations issued,Citations Issued,No
9/11/2018 11:00 PM,5400 S. Drexel,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/11/2018 11:14 PM,5500 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/12/2018 12:50 AM,5500 S. Lake Shore Dr.,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/12/2018 9:54 AM,5500 S. Kimbark,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/13/2018 12:51 AM,5500 S. Blackstone,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/13/2018 7:55 AM,6300 S. Ellis,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/13/2018 8:07 AM,5700 S. Maryland,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/13/2018 10:29 AM,1200 E. Midway Plaisance,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/13/2018 4:50 PM,5300 S. Greenwood,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/13/2018 8:44 PM,5300 S. Ingleside,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/14/2018 11:52 AM,4755 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/14/2018 7:36 PM,1447 E. 53rd Street,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/14/2018 8:54 PM,6000 S. Woodlawn,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/14/2018 8:57 PM,5300 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/14/2018 9:40 PM,5413 S. Cornell,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/14/2018 11:08 PM,5500 S. Payne Dr.,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,Yes
9/14/2018 11:57 PM,5300 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2018 12:11 AM,4700 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/15/2018 12:12 AM,5700 S. Harper,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
9/15/2018 12:35 PM,5200 S. Woodlawn,African American,Female,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/15/2018 6:08 PM,1380 E. Hyde Park,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/15/2018 7:41 PM,5222 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2018 8:22 PM,5400 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/15/2018 8:31 PM,Midway Plaisance & Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2018 9:09 PM,5400 S. Lake Park,African American,Male,Moving Violation - Other,Cell phone violation,N/A,Verbal Warning,No
9/15/2018 10:12 PM,5235 S. University,African American,Female,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/15/2018 10:34 PM,5800 S. Cottage Grove,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/152018 10:52 PM,1139 E. 51st.  Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2018 11:27 PM,Stony Island & Midway Plaisance,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/15/2018 11:42 PM,Stony Island & Midway Plaisance,African American,Female,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/16/2018 12:18 AM,5500 S. Cottage Grove,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/16/2018 9:03 AM,5300 S. Harper,African American,Male,Moving Violation - Other,Cell phone violation,N/A,Verbal Warning,No
9/16/2018 9:57 AM,5500 S. Greenwood,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/16/2018 10:58 AM,5800 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/16/2018 11:22 AM,6100 S. Dorchester,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/16/2018 11:43 AM,6100 S. Dorchester,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/16/2018 9:32 PM,5500 S. Ellis,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,Yes
9/16/2018 11:19 PM,5300 S. Blackstone,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/16/2018 11:43 PM,5300 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/17/2018 10:29 AM,5300 S. Dorchester,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/17/2018 2:08 PM,5500 S. Hyde Park Blvd,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/17/2018 9:21 PM,5700 S. Harper,African American,Female,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/18/2018 2:36 PM,5900 S. Maryland,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/19/2018 12:28 PM,5500 S. Blackstone,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/19/2018 8:36 PM,5200 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/20/2018 1:17 AM,5500 S. Everett,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/20/2018 4:16 PM,5500 S. Drexel,African American,Male,Moving Violation - Other,Cell phone violation,Two Citations issued,Citations Issued,Yes
9/20/2018 9:16 PM,5600 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/21/2018 10:19 PM,6000 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/22/2018 2:27 PM,5300 S. Cottage Grove,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/22/2018 11:01 PM,1648 E. 53rd Street,African American,Female,Follow to close,Failure to leave sufficient space for overtaking/passing vehicles,N/A,Verbal Warning,No
9/23/2018 9:36 AM,5300 S. Greenwood,African American,Female,Equipment,No rear brake lights or tail lights,Three citations issued,Citations Issued,No
9/23/2018 8:39 PM,5500 S. Lake Park,African American,Male,Traffic sign/signal,Disobeyed redlight,N/A,Verbal Warning,No
9/23/2018 8:43 PM,4919 S. Dorchester,Asian,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/24/2018 9:18 AM,5400 S. Lake park,African American,Male,Traffic Sign/Signal,Disobeyed red light,One Citation Issued,Citation Issued,No
9/24/2018 1:59 PM,5324 S. Woodlawn,African American,Male,Traffic Sign/Signal,Disobeyed red light,N/A,Verbal Warning,No
9/24/2018 3:12 PM,6400 S. Kimbark,African American,Female,Moving Violation  � Other,Reckless driving,Two Citations issued,Citation Issued,Yes
9/24/2018 6:26 PM,1607 E 53rd,African American,Female,Traffic Sign/Signal,Traffic Light Violation,N/A,Verbal Warning,No
9/24/2018 6:48 PM,1606 Hyde Park,African American,Male,Lane Violation,Turn signal violation,N/A,Verbal Warning,No
9/24/2018 8:58 PM,5300 Ellis,African American,Male,Traffic Sign/Signal,Stop sign violation,N/A,Verbal Warning,No
9/25/2018 8:45 PM,5700 Everett,African American,Male,Traffic sign/signal,Stop sign violation,N/A,Verbal Warning,No
9/25/2018 9:10 PM,5400 Blackstone,Caucasian,Female,Traffic sign/signal,Stop sign violation,N/A,Verbal Warning,No
9/26/2018 8:35 AM,1600 E. 51st Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/26/2018 10:41 AM,5500 S. Kenwood,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/26/2018 12:25 PM,1042 E. 47th Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/26/2018 9:10 PM,1013 E. 53rd Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/26/2018 11:20 PM,5900 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/27/2018 9:19 AM,5500 S Woodlawn,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/27/2018 12:46 PM,5500 S Dorchester,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/27/2018 3:11 PM,5100 S Cornell,Asian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/27/2018 9:23 PM,5400 S Hyde Park,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/28/2018 12:58 AM,5900 S Ellis,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/28/2018 2:05 PM,5400 S Lake Park,African American,Female,Moving Violation - Other,Use of cell phone while driving,N/A,Verbal Warning,No
9/28/2018 8:47 PM,5500 Cottage,African American,Male,Traffic sign/signal,Failed to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/29/2018 10:17 AM,1354 E 55th,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/29/2018 10:25 AM,929 E 57th St,Hispanic,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/29/2018 7:51 PM,5100 S. Greenwood,African American,Male,Equipment,No Headlights When Required,N/A,Verbal Warning,No
9/29/2018 11:18 PM,5600 S. Cottage Grove,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
9/29/2018 11:53 PM,5300 S. Ellis,African American,Male,Equipment,No Headlights When Required,N/A,Verbal Warning,No
9/30/2018 12:17 AM,919 E. 53rd Street,African American,Female,Moving Violation - Other,Obstructing traffic,Five Citations Issued,Citation Issued,Yes
